ProductName,Description,Product Image,Product Cateogy Name,Model Number,Serial Number,StockLevel,ReorderPoint,Supplier Name,Supplier Mail,Supplier  Contact,Order Date,Quantity,Order Status,Year,Month,Day,Day Name,Month Name,Valid Supplier Email
CMOS 40G Serial Mux-1,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MUL-8648,96f7b1bf-cd34-45ed-ba75-0a1764951a60,300,100,Broadcom,brcom@mail.com,1759731674,2023-10-30,300,Deliverd,2023,10,30,Monday,October,True
DOCSIS 3.0 24x8 Cable Modem (CM600)-1,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,MUL-6875,5963a970-3d0a-423a-b545-0cae14ee2319,200,50,Netgear,Neger@mail.com,9256476541,2022-02-10,200,Deliverd,2022,2,10,Thursday,February,True
RF Combiner-1,A two-way combiner,No Image Available,Combiner,COM-6780,4f54adf0-542c-41d0-955e-da74b0079806,300,75,Synergy,synerg@mail.com,7865434960,2023-10-31,300,Deliverd,2023,10,31,Tuesday,October,True
Cisco ISR 1100-1,Integrated Services Router,No Image Available,Router,MUL-4778,6bd27463-e0d4-421c-9ec8-de69e53daee7,500,150,Cisco,abcd@mail.com,1234567890,2023-02-11,500,Deliverd,2023,2,11,Saturday,February,True
HP 5400zl-1,HP ProCurve Switch 5400zl,No Image Available,Switch,CAR-2556,4a230d55-bc73-4897-bfc5-58e2410c0154,400,100,HP,abhp@mail.com,1980762345,2023-09-09,400,Deliverd,2023,9,9,Saturday,September,True
DOCSIS 3.0 Cable Modem-1,A High Speed Cable Modem,modem.jpg,Modem,SWI-8876,fca8a2a8-09ef-45a2-90ba-8d6cdaf85914,200,50,Netgear,Neger@mail.com,9256476541,2023-05-21,200,Deliverd,2023,5,21,Sunday,May,True
WR90 Duplexer-1,RF waveguide duplexer ,No Image Available,Multiplexer,SWI-6512,351c0e75-59ae-4f2c-95f1-7ed61a5c7f59,200,50,Broadcom,brcom@mail.com,1759731673,2023-03-24,200,Deliverd,2023,3,24,Friday,March,True
PLC Splitter-1,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,COM-1693,9ae46cd1-4db9-46e4-bfcb-87c24e26a269,400,75,BELL,blee@mail.com,1256476894,2023-07-29,400,Deliverd,2023,7,29,Saturday,July,True
RFID Card-1,Radio-Frequency Identification Card,card.jpg,Card,SWI-3134,00c2189d-f96b-4072-9802-fef1a7a84821,500,150,Cardcom,cdcom@mail.com,1314732576,2023-07-10,500,Deliverd,2023,7,10,Monday,July,True
DOCSIS 3.0 16x4 (CM501)-1,A High Speed Cable Modem,No Image Available,Modem,CAR-2114,5128d9c4-9760-463c-915c-b80da3aae284,300,100,Netgear,Neger@mail.com,9256476541,2022-06-17,300,Deliverd,2022,6,17,Friday,June,True
DOCSIS 3.1 Cable Modem (CM1200) -1,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SPL-2148,521304f0-7420-4f33-940e-f440fc4007e5,400,75,Netgear,Neger@mail.com,9256476541,2022-10-28,400,Deliverd,2022,10,28,Friday,October,True
CMOS 50G Serial Mux-1,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MUL-3041,5a70200f-841b-44a6-ab51-c0697f515be1,300,100,Broadcom,brcom@mail.com,1759731673,2022-01-23,300,Deliverd,2022,1,23,Sunday,January,True
DOCSIS 3.0 24x8 Cable Modem (CM700)-1,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,ROU-3300,fcfcacf2-a9f9-47d8-a34d-3eca82d9e70e,200,50,Netgear,Neger@mail.com,9256476542,2023-05-06,200,Deliverd,2023,5,6,Saturday,May,True
ETL-700  Combiner-1,A two-way combiner,No Image Available,Combiner,CAR-6222,d57ce50c-b330-4326-a667-d7008139617a,300,75,Synergy,synerg@mail.com,7865434961,2022-11-23,300,Deliverd,2022,11,23,Wednesday,November,True
CISCO IR530-1,Provides enterprise-class RF mesh connectivity,No Image Available,Router,COM-1214,850b57fb-2f5f-4876-bd0c-a83fdec5bad7,500,150,Cisco,abcd@mail.com,1234567890,2022-11-11,500,Deliverd,2022,11,11,Friday,November,True
HP JG540A-1,48 Port Ethernet Smart Managed Switch,No Image Available,Switch,MOD-4333,561b9c1a-e74b-43b8-addb-9d8bd69a16db,300,100,HP,abhp@mail.com,1980762345,2023-05-04,300,Deliverd,2023,5,4,Thursday,May,True
DOCSIS 4.0 Cable Modem-1,Superfast speeds up to 10 gigabits per second (Gbps),modem.jpg,Modem,CAR-3891,969f8fb1-bcb2-4999-a665-334b60a248a3,200,50,Netgear,Neger@mail.com,9256476541,2023-10-01,200,Deliverd,2023,10,1,Sunday,October,True
Cellular Duplexer Tx-1,A multiplexer product that is RoHS6 compliant ,No Image Available,Multiplexer,ROU-5849,4ec3e8e0-e532-46f2-8f4c-2dc6e39a26df,200,50,Broadcom,brcom@mail.com,1759731673,2023-06-13,200,Deliverd,2023,6,13,Tuesday,June,True
SBB200 Splitter Trough Block-1, Splitter block constructed with copper-aluminium ,splitter.jpg,Splitter,SPL-3324,9191e742-5a30-454f-a29b-a978972f0669,400,75,BELL,blee@mail.com,1256476893,2022-02-13,400,Deliverd,2022,2,13,Sunday,February,True
Proximity  Smart Card-1,A contactless smart card ,card.jpg,Card,COM-2427,10004ed5-a059-4282-97f5-d8b56d50ee73,500,150,Cardcom,cdcom@mail.com,1314732575,2023-01-24,500,Deliverd,2023,1,24,Tuesday,January,True
DOCSIS 4.0 16x4 (CM500)-1,A High Speed Cable Modem,No Image Available,Modem,SPL-8104,b66a508f-6953-4881-ba74-fdc5d3f20931,300,100,Netgear,Neger@mail.com,9256476541,2022-09-20,300,Deliverd,2022,9,20,Tuesday,September,True
DOCSIS 4.1 Cable Modem (CM1100) -1,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,CAR-9232,757d86eb-b13d-4211-9537-72e6a6c75eb3,400,75,Netgear,Neger@mail.com,9256476541,2023-09-13,400,Deliverd,2023,9,13,Wednesday,September,True
CMOS 10G Serial Mux-1,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MOD-1485,51c3ed06-2a54-4880-9117-8f57eba229db,300,100,Broadcom,brcom@mail.com,1759731674,2022-04-02,300,Deliverd,2022,4,2,Saturday,April,True
DOCSIS 4.0 24x8 Cable Modem (CM600)-1,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SWI-1942,6978c9e1-808a-45c9-bcb0-b7dc729e3a4a,200,50,Netgear,Neger@mail.com,9256476541,2022-08-05,200,Deliverd,2022,8,5,Friday,August,True
ETL-2200  Combiner-1,A two-way combiner,No Image Available,Combiner,SWI-7059,7363cc48-ee72-438e-a589-1e665be2c494,300,75,Synergy,synerg@mail.com,7865434960,2023-06-20,300,Deliverd,2023,6,20,Tuesday,June,True
Cisco IR510-1,Wireless personal area network Router,No Image Available,Router,COM-8819,d348c10b-fc2a-428b-8c82-6d8340276666,500,150,Cisco,abcd@mail.com,1234567890,2023-03-31,500,Deliverd,2023,3,31,Friday,March,True
HP JG539A-1,"Fast Ethernet web managed ""smart"" switch",No Image Available,Switch,CAR-3592,5e55e780-b2db-4beb-b863-f2eb4de564b2,400,100,HP,abhp@mail.com,1980762345,2023-04-29,400,Deliverd,2023,4,29,Saturday,April,True
DOCSIS 4.1 Cable Modem-1,A High Speed Cable Modem,modem.jpg,Modem,MOD-1856,846f25fa-dde6-4cbd-908c-3df992521053,200,50,Netgear,Neger@mail.com,9256476541,2023-10-04,200,Deliverd,2023,10,4,Wednesday,October,True
WR70 Duplexer-1,RF waveguide duplexer ,No Image Available,Multiplexer,MOD-1702,a31a56aa-978a-4aec-aedc-37dad7d764d5,200,50,Broadcom,brcom@mail.com,1759731673,2022-05-22,200,Deliverd,2022,5,22,Sunday,May,True
Optical Splitter-1,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,ROU-2495,bd370c42-6d8e-4aa2-b52d-44bf7f980960,400,75,BELL,blee@mail.com,1256476894,2022-11-06,400,Deliverd,2022,11,6,Sunday,November,True
UHF RFID Card-1,Radio-Frequency Identification Card,card.jpg,Card,MUL-9132,00774361-0cf9-4d23-a59d-3068075cbaa4,500,150,Cardcom,cdcom@mail.com,1314732576,2023-11-16,500,Deliverd,2023,11,16,Thursday,November,True
DOCSIS 4.0 16x4 (CM501)-1,A High Speed Cable Modem,No Image Available,Modem,CAR-5277,9837d335-cdfa-476d-8a8a-11d1ea08c5b8,300,100,Netgear,Neger@mail.com,9256476541,2022-01-20,300,Deliverd,2022,1,20,Thursday,January,True
DOCSIS 4.1 Cable Modem (CM1200) -1,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,ROU-8688,703ce7e1-0209-40b7-af9d-84a380c7a124,400,75,Netgear,Neger@mail.com,9256476541,2022-09-18,400,Deliverd,2022,9,18,Sunday,September,True
CMOS 20G Serial Mux-1,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MUL-8537,a3bb40b7-69f1-42cf-975d-1a44ecea5fd6,300,100,Broadcom,brcom@mail.com,1759731673,2022-01-15,300,Deliverd,2022,1,15,Saturday,January,True
DOCSIS 4.0 24x8 Cable Modem (CM700)-1,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,COM-6883,a5ee1984-30a8-4ca1-a808-44d8b86a3df7,200,50,Netgear,Neger@mail.com,9256476542,2023-10-06,200,Deliverd,2023,10,6,Friday,October,True
ETL-1100  Combiner-1,A two-way combiner,No Image Available,Combiner,SWI-2399,a79e27de-37e8-42f5-9a83-ad8f3ecf2f9d,300,75,Synergy,synerg@mail.com,7865434961,2023-11-28,300,Deliverd,2023,11,28,Tuesday,November,True
Cisco IR921-1,4-port GbE Integrated Security Router,No Image Available,Router,CAR-2977,7ee43b7b-f4d6-4ed7-9544-8c2402d3f3fa,500,150,Cisco,abcd@mail.com,1234567890,2023-11-21,500,Deliverd,2023,11,21,Tuesday,November,True
HP JG537A-1,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,MOD-6493,5c915c2e-821e-455b-a49e-fe2bc4c9716c,400,100,HP,abhp@mail.com,1980762345,2022-04-17,400,Deliverd,2022,4,17,Sunday,April,True
4G LTE Modem -1,4G LTE speeds up to 150 Mbps downloads and 50 Mbps uploads,modem.jpg,Modem,ROU-6099,027d6de7-2561-4044-8850-69fd519798c6,200,50,Netgear,Neger@mail.com,9256476541,2022-07-03,200,Deliverd,2022,7,3,Sunday,July,True
Cellular Duplexer Rx (MHz)-1,RX cellular duplexer ,No Image Available,Multiplexer,SWI-3590,f88ad7f9-18ce-4d05-a984-3832a24511f5,200,50,Broadcom,brcom@mail.com,1759731673,2023-07-09,200,Deliverd,2023,7,9,Sunday,July,True
SBB100 Splitter Trough-1,Standard splitter,splitter.jpg,Splitter,SWI-5768,b90d0899-000a-408f-a47f-a546683b4141,400,75,BELL,blee@mail.com,1256476894,2023-09-09,400,Deliverd,2023,9,9,Saturday,September,True
HID Proximity Card -1,Radio-Frequency Identification Card,card.jpg,Card,SPL-8468,291bdb76-278b-44d3-a7d5-65639b10c8ef,500,150,Cardcom,cdcom@mail.com,1314732576,2022-07-12,500,Deliverd,2022,7,12,Tuesday,July,True
DOCSIS 3.0 16x4 (CM600)-1,A High Speed Cable Modem,No Image Available,Modem,MUL-9453,dd724aff-181e-40e6-88da-389d9cb4deeb,300,100,Netgear,Neger@mail.com,9256476541,2022-06-13,300,Deliverd,2022,6,13,Monday,June,True
DOCSIS 3.1 Cable Modem (CM600) -1,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SPL-8257,1429a7b4-b5a0-4761-afa8-1509d9429ffd,400,75,Netgear,Neger@mail.com,9256476541,2022-02-08,400,Deliverd,2022,2,8,Tuesday,February,True
CMOS 5G Serial Mux-1,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MOD-9739,07cb02ca-c481-46d6-b9e1-f5518dd00cb8,300,100,Broadcom,brcom@mail.com,1759731673,2023-07-15,300,Deliverd,2023,7,15,Saturday,July,True
DOCSIS 3.0 24x8 Cable Modem (CM500)-1,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,CAR-4964,8aa4b156-0dfc-4076-8031-69b87d2582cc,200,50,Netgear,Neger@mail.com,9256476542,2023-01-09,200,Deliverd,2023,1,9,Monday,January,True
ETL-1200  Combiner-1,A two-way combiner,No Image Available,Combiner,MOD-6886,9b2262e3-6a82-4952-b43e-0b57d5b8c3a1,300,75,Synergy,synerg@mail.com,7865434961,2023-06-18,300,Deliverd,2023,6,18,Sunday,June,True
N600 WiFi Cable Modem-1,N600 Dual Band WiFi—300+300 Mbps,modem.jpg,Modem,MUL-9730,93eddd5f-80cc-4bc0-a30b-28ee63b32c22,200,50,Netgear,Neger@mail.com,9256476542,2022-02-03,200,Deliverd,2022,2,3,Thursday,February,True
Cisco IR1800-1,High performance modular router,No Image Available,Router,COM-6998,de061b2c-a591-4d42-b2c5-d27b61ac06ad,500,150,Cisco,abcd@mail.com,1234567890,2022-07-28,500,Deliverd,2022,7,28,Thursday,July,True
HP JG543A-1,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,MOD-9806,6bbbde59-057d-40ee-92be-5d9554a9c110,400,100,HP,abhp@mail.com,1980762345,2022-05-05,400,Deliverd,2022,5,5,Thursday,May,True
C3700 Wi-Fi Cable Modem-1,Wifi Cable Modem,modem.jpg,Modem,CAR-6909,daad8277-a8e8-4334-9a59-06829f982f4c,200,50,Netgear,Neger@mail.com,9256476541,2023-03-31,200,Deliverd,2023,3,31,Friday,March,True
Cellular Duplexer Tx (MHz)-1,TX cellular duplexer ,No Image Available,Multiplexer,CAR-7736,7e5dc445-cb9a-4e7f-874f-59a1aebad4aa,200,50,Broadcom,brcom@mail.com,1759731673,2023-12-02,200,Deliverd,2023,12,2,Saturday,December,True
BEL T4404 T Series Splitter Trough-1,Standard splitter,splitter.jpg,Splitter,MOD-8555,a47527ad-3779-4c65-85ed-68665d381765,400,75,BELL,blee@mail.com,1256476894,2022-04-06,400,Deliverd,2022,4,6,Wednesday,April,True
NFC Proximity Card -1,Radio-Frequency Identification Card,card.jpg,Card,ROU-8450,4c74b717-d24e-459b-8fb8-cebe5b7ac3e8,500,150,Cardcom,cdcom@mail.com,1314732576,2022-12-01,500,Deliverd,2022,12,1,Thursday,December,True
DOCSIS 3.0 16x4 (CM1000)-1,A High Speed Cable Modem,No Image Available,Modem,MUL-8185,f4e461bc-9601-407b-9936-af6a60795e93,300,100,Netgear,Neger@mail.com,9256476541,2022-06-19,300,Deliverd,2022,6,19,Sunday,June,True
DOCSIS 3.1 Cable Modem (CM1000) -1,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,CAR-3214,a439d0a9-5446-4a6d-b856-1f0162b82592,400,75,Netgear,Neger@mail.com,9256476541,2022-09-06,400,Deliverd,2022,9,6,Tuesday,September,True
DOCSIS 3.0 24x8 Cable Modem (CM1000)-1,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SWI-3270,f2c4834a-9077-4cf0-ace9-f77302d4b9ed,200,50,Netgear,Neger@mail.com,9256476542,2023-10-13,200,Deliverd,2023,10,13,Friday,October,True
COM-G3-L1-403-S5S5-1,A Four-way combiner,No Image Available,Combiner,COM-9494,0647c055-fa5b-425a-a34d-f334060ba112,300,75,Synergy,synerg@mail.com,7865434961,2023-06-16,300,Deliverd,2023,6,16,Friday,June,True
BEL T6404 T Series Splitter Trough-1,Distribution Splitter Trough,splitter.jpg,Splitter,SWI-1083,cf9b1bc7-3e07-45ca-855f-8677ced6be92,400,75,BELL,blee@mail.com,1256476895,2023-09-18,400,Deliverd,2023,9,18,Monday,September,True
T4104 Bel Electrical Splitter-1,superior performance and durability. With a 125 amp capacity,splitter.jpg,Splitter,SWI-6642,fb9ec029-e539-4be7-aeb7-0c16b897902a,400,75,BELL,blee@mail.com,1256476896,2023-07-14,400,Deliverd,2023,7,14,Friday,July,True
PCS Duplexer Rx (MHz)-1,PCS Rx duplexer ,No Image Available,Multiplexer,CAR-9252,34d26774-14cd-4b2d-bbdf-174e2813bd43,200,50,Broadcom,brcom@mail.com,1759731674,2022-03-28,200,Deliverd,2022,3,28,Monday,March,True
Cisco XR500-1,"Routing Protocols (BGP, OSPF)",No Image Available,Router,MOD-1893,f25d57f1-72a1-4860-b69f-d9a2a9131b8d,200,50,Cisco,abcd@mail.com,1234567890,2022-06-25,200,Deliverd,2022,6,25,Saturday,June,True
Cisco ISR-4331-1,Cisco Integrated Services Router 4331 ,No Image Available,Router,SPL-1568,eecfb8c9-dba5-40ee-aaff-befcd72ad4e3,400,75,Cisco,abcd@mail.com,1234567890,2022-06-18,400,Deliverd,2022,6,18,Saturday,June,True
Cisco Catalyst 2960X-1, Layer 2 Switch with 24 Ports,No Image Available,Switch,MOD-7074,b5574859-1a06-4ca6-bafa-4d6ecf100463,400,75,HP,abhp@mail.com,1980762345,2023-05-14,400,Deliverd,2023,5,14,Sunday,May,True
1x2 Fiber Splitter-1, Used for optical signal splitting,splitter.jpg,Splitter,CAR-8945,e86f4374-acbf-4380-a474-d8ec0a5f6cbf,200,50,BELL,blee@mail.com,1234567890,2022-10-16,200,Deliverd,2022,10,16,Sunday,October,True
Arris DOCSIS 3.1 Cable Modem-1, Supports Gigabit Speed,No Image Available,Modem,COM-8842,a59e327e-d6c5-4e59-9c49-a5445b4a191d,300,75,Netgear,Neger@mail.com,9256476542,2022-12-02,300,Deliverd,2022,12,2,Friday,December,True
Optical Power Combiner-1,2x2 configuration for optical fibers,No Image Available,Combiner,CAR-2606,c7a76c0b-df4c-45ae-a7b6-24c10723f884,400,75,Synergy,synerg@mail.com,7865434961,2022-03-13,400,Deliverd,2022,3,13,Sunday,March,True
Ethernet Card-1,Cisco 8-Port Gigabit Ethernet Card for ISR Series,No Image Available,Card,ROU-2028,2a3a7c39-5b7d-4ad6-979c-64107027560b,400,75,Cardcom,cdcom@mail.com,1314732576,2022-03-24,400,Deliverd,2022,3,24,Thursday,March,True
Sonet Multiplexer-1,Aggregates voice and data channels,No Image Available,Multiplexer,MOD-5947,27d80c0b-5391-499c-aef5-49e419790fd0,200,50,Broadcom,brcom@mail.com,1759731674,2022-11-17,200,Deliverd,2022,11,17,Thursday,November,True
Juniper MX960-1, Core Router with 10GbE Ports,No Image Available,Router,MUL-1950,9ea67773-5f52-425b-88a6-3bea31c9fe1e,200,50,Cisco,abcd@mail.com,1234567890,2022-09-05,200,Deliverd,2022,9,5,Monday,September,True
HP Aruba 2930F-1,"Managed Layer 3 Switch, 48 Ports",No Image Available,Switch,SPL-2371,bdd2f4ca-7296-4092-8338-6559bba1a113,400,75,HP,abhp@mail.com,1980762345,2022-02-17,400,Deliverd,2022,2,17,Thursday,February,True
Huawei 5G CPE-1, Wireless Modem for High-Speed Internet,No Image Available,Modem,SWI-2811,f0d89209-5ffb-4f68-a780-fae79c2b1cc8,300,50,Netgear,Neger@mail.com,9256476542,2022-02-13,300,Deliverd,2022,2,13,Sunday,February,True
Cisco ISR 4451-X-1, Enterprise-Class Router,No Image Available,Router,MUL-1352,714f78a5-b52a-4f97-99eb-0ef85cb2688a,400,75,Cisco ,support@cisco.com,1234567890,2022-04-26,400,Deliverd,2022,4,26,Tuesday,April,True
Cisco Nexus 9000-1,Data Center Switch,No Image Available,Switch,MUL-2419,f13521e7-8a5c-4aa8-a4e0-ea8d0feef08a,200,50,Cisco ,support@cisco.com,1234567890,2022-05-27,200,Deliverd,2022,5,27,Friday,May,True
1x4 Optical Splitter-1, Used for optical signal splitting,No Image Available,Splitter,COM-7009,e70e6187-79b1-46eb-ad94-ef14b353739d,300,75,FiberTech Inc.,info@fibertech.com,9875429902,2022-01-19,300,Deliverd,2022,1,19,Wednesday,January,True
 DOCSIS 3.1-1,Netgear Nighthawk Cable Modem,No Image Available,Modem,MUL-3437,713a305b-f6b1-40e4-abb8-11f9066e5b2a,400,75,Netgear,sales@netgear.com,9256476541,2022-10-16,400,Deliverd,2022,10,16,Sunday,October,True
2x4 Optical Power Combiner-1,For Fiber Networks,No Image Available,Combiner,COM-7007,52d639cb-2ad2-4e0f-9fd0-9ff470ce6ab1,400,75,OptiFiber Co.,sales@optifiber.com,8944200472,2022-04-17,400,Deliverd,2022,4,17,Sunday,April,True
Cisco 4-Port FXS Card-1,Cisco 4-Port FXS Card for ISR 4000 Series,card.jpg,Card,SWI-4695,04307f3b-1357-4e73-986e-11f2f6418eff,200,50,Cisco ,support@cisco.com,1234567890,2023-05-19,200,Deliverd,2023,5,19,Friday,May,True
Division Multiplexer (DWDM)-1,Dense Wavelength Division Multiplexer ,No Image Available,Multiplexer,COM-5114,5cacefbd-298a-4456-9480-3dbba5b48f13,200,50,NexGen ,contact@nexgen.com,5690244343,2023-08-03,200,Deliverd,2023,8,3,Thursday,August,True
Huawei AR2220-1,Enterprise Router for Branches,No Image Available,Router,SPL-9388,5b735e98-4b1f-443d-b9e8-bb030ba9acad,400,75,Huawei ,sales@huawei.com,7764334977,2022-06-15,400,Deliverd,2022,6,15,Wednesday,June,True
Juniper EX4300-1,48-Port Layer 3 Switch,No Image Available,Switch,CAR-4761,6e82490a-86f4-441d-b272-321ad4b48ad0,300,50,Juniper Networks,sales@juniper.net,8920323094,2023-11-10,300,Deliverd,2023,11,10,Friday,November,True
TP-Link DOCSIS 3.0 Cable Modem-1,High-Speed Internet,modem.jpg,Modem,COM-1647,30d5e9a2-e620-40bd-921c-73f5b62a8c93,200,25,TP-Link,support@tp-link.com,9022323545,2023-01-16,200,Deliverd,2023,1,16,Monday,January,True
NetLink-X300-1,High-speed wireless router,No Image Available,Networking,MOD-2984,9db9ef2a-4f28-474c-878a-6b1c8701b710,400,75,TechSupplies Inc.,contact@techsupplies.com,7892323545,2022-05-30,400,Deliverd,2022,5,30,Monday,May,True
SwiftSwitch 24-1,24-port Gigabit Ethernet switch,No Image Available,Networking,SPL-1047,9c292473-b791-4904-9644-9e4bee687281,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2022-05-25,400,Deliverd,2022,5,25,Wednesday,May,True
FiberSplit-4X-1,Optical fiber splitter (1x4),No Image Available,Optical,COM-8809,b87db093-cca7-40ff-a009-7bb7803fb3e5,200,50,OptiTech Co.,info@optitech.com,8920332194,2022-11-28,200,Deliverd,2022,11,28,Monday,November,True
SpeedModem-1000-1,High-speed DSL modem,No Image Available,Networking,MOD-5224,e6fe5f9e-0ba1-45f2-ae4d-08f9db6620b4,300,75,DataConnect Ltd.,orders@dataconnect.com,8976422194,2023-08-20,300,Deliverd,2023,8,20,Sunday,August,True
RFCombiner-8CH-1,8-channel RF signal combiner,No Image Available,Rf Equipment,SWI-5988,430bb027-ac3b-44e7-aa8c-ebb2484f0ee9,400,75,RF Solutions,support@rfsolutions.com,9055323545,2023-11-07,400,Deliverd,2023,11,7,Tuesday,November,True
NetCard-P100-1,Network interface card with PCIe support,No Image Available,Components,COM-4285,c7904ae9-dc2c-4f2f-b39d-aa2bd57c3c71,400,75,CardHub Systems,cards@cardhub.com,8976422224,2023-11-16,400,Deliverd,2023,11,16,Thursday,November,True
MultiMux-32-1,32-channel multiplexer for signal routing,No Image Available,Optical,MUL-7557,cd521223-8075-4f43-9eff-033619b537bd,200,50,SignalWorks Inc.,inquiries@signalworks.com,9055325545,2022-10-08,200,Deliverd,2022,10,8,Saturday,October,True
StreamRouter-Z500-1,Dual-band router with advanced firewall,No Image Available,Networking,MUL-8408,6235ad6f-ae79-4df8-8246-7710e2e8c646,200,50,TechSupplies Inc.,contact@techsupplies.com,7892323545,2022-01-20,200,Deliverd,2022,1,20,Thursday,January,True
ProSwitch 48-1,48-port managed switch,No Image Available,Networking,SPL-8295,2ffce963-44ce-4ef5-8891-98a5bda446cd,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2022-02-08,400,Deliverd,2022,2,8,Tuesday,February,True
FiberSplit-8X-1,Optical fiber splitter (1x8),No Image Available,Optical,MUL-1822,698b1d68-4c0c-4ea6-ac69-450ca38d6f14,300,50,OptiTech Co.,info@optitech.com,8920332194,2022-05-16,300,Deliverd,2022,5,16,Monday,May,True
Cisco ISR 1101-2,ISR 1101 4 Ports GE Ethernet WAN Router,No Image Available,Router,MUL-8798,99c18a8f-c068-4a43-a7a2-31cf8ad583b9,300,50,OptiTech Co.,info@optitech.com,8920332194,2023-02-05,300,Deliverd,2023,2,5,Sunday,February,True
HP 5406zl-2,HP ProCurve Switch 5406zl,No Image Available,Switch,ROU-8026,153a7fdb-6644-454e-a480-11d8a76552c2,500,150,Cisco,abcd@mail.com,1234567890,2023-10-11,500,Deliverd,2023,10,11,Wednesday,October,True
DOCSIS 3.1 Cable Modem-2,Superfast speeds up to 10 gigabits per second (Gbps),modem.jpg,Modem,MUL-6274,56c4318c-d637-461a-9096-a2f0c79c4553,300,100,HP,abhp@mail.com,1980762345,2023-06-08,300,Deliverd,2023,6,8,Thursday,June,True
Cellular Duplexer Rx-2,A multiplexer product that is RoHS6 compliant ,No Image Available,Multiplexer,COM-7489,6600a1c4-a466-419e-829e-40a494f2ba55,200,50,Netgear,Neger@mail.com,9256476541,2023-04-22,200,Deliverd,2023,4,22,Saturday,April,True
SBB100 Splitter Trough Block-2, Splitter block  with copper-aluminium monopiece connector,splitter.jpg,Splitter,SPL-3251,ce305502-974e-4214-95c0-2949386bd92f,200,50,Broadcom,brcom@mail.com,1759731673,2023-04-15,200,Deliverd,2023,4,15,Saturday,April,True
Proximity Card-2,A contactless smart card ,card.jpg,Card,SPL-6772,a49a0a36-27a0-4f43-9655-930d4420fbfa,400,75,BELL,blee@mail.com,1256476893,2022-02-17,400,Deliverd,2022,2,17,Thursday,February,True
DOCSIS 3.0 16x4 (CM500)-2,A High Speed Cable Modem,No Image Available,Modem,SPL-2172,3cd2cf10-4b39-4783-9814-3a75dd8aa8dc,500,150,Cardcom,cdcom@mail.com,1314732575,2022-03-17,500,Deliverd,2022,3,17,Thursday,March,True
DOCSIS 3.1 Cable Modem (CM1100) -2,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,CAR-4968,f0b19548-5ad0-4e0e-a370-301fefd9fb26,300,100,Netgear,Neger@mail.com,9256476541,2022-06-03,300,Deliverd,2022,6,3,Friday,June,True
CMOS 40G Serial Mux-2,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,COM-8591,6bf8d1c8-1998-403a-af01-b226f2dce4ba,400,75,Netgear,Neger@mail.com,9256476541,2022-05-16,400,Deliverd,2022,5,16,Monday,May,True
DOCSIS 3.0 24x8 Cable Modem (CM600)-2,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,COM-4653,9f555936-e0ed-4b46-af3a-b8e336421ca9,300,100,Broadcom,brcom@mail.com,1759731674,2022-03-13,300,Deliverd,2022,3,13,Sunday,March,True
RF Combiner-2,A two-way combiner,No Image Available,Combiner,MUL-8606,7f679a68-73e9-4a4f-81e8-8f6f80fe90dc,200,50,Netgear,Neger@mail.com,9256476541,2022-06-06,200,Deliverd,2022,6,6,Monday,June,True
Cisco ISR 1100-2,Integrated Services Router,No Image Available,Router,MOD-1345,c176a29a-57a3-4405-95bf-c7d504d01dea,300,75,Synergy,synerg@mail.com,7865434960,2022-01-28,300,Deliverd,2022,1,28,Friday,January,True
HP 5400zl-2,HP ProCurve Switch 5400zl,No Image Available,Switch,COM-4391,85c95bb7-680c-4685-9321-3f46e8cfff7b,500,150,Cisco,abcd@mail.com,1234567890,2022-07-18,500,Deliverd,2022,7,18,Monday,July,True
